U_uniform,X_poisson_trunc10
0.204141326125408,1
0.809633590507553,3
0.916755036895996,3
0.283603081871927,1
0.872969665238854,3
0.62609897503158,2
0.360313693897782,1
0.528157114781098,2
0.63666485323857,2
0.256216670166061,1
0.862354116867331,3
0.56063260080916,2
0.344522320282665,1
0.329657385058727,1
0.979222740512578,5
0.0644615796069942,0
0.251299587217955,1
0.27955111927002,1
0.381382519804583,1
0.121472539090949,0
0.590825455316804,2
0.620260779611291,2
0.600286020275792,2
0.616533096256328,2
0.584320135877273,2
0.435459512741037,1
0.969574819709366,4
0.081156696023473,0
0.980026701506341,5
0.862130330570448,3
0.230877912773272,1
0.940656866272864,4
0.289550599417682,1
0.912553084989841,3
0.00893346372941695,0
0.661919667595544,2
0.413396051313301,1
0.223705813854357,1
0.507599141276678,1
0.375814409555488,1
0.873057282079126,3
0.52721837218143,2
0.677674516199082,2
0.816252572454345,3
0.00360852151201996,0
0.930514713421841,4
0.805436256812419,3
0.260064403403999,1
0.454876185804276,1
0.921513467785586,4
0.572883062811068,2
0.0795630955038485,0
0.204006137262814,1
0.468106581311605,1
0.804962889700303,3
0.270180683845639,1
0.638257925225106,2
0.271077710039535,1
0.0260915245932911,0
0.461977148218153,1
0.564580083481818,2
0.0635371479661626,0
0.928290579889459,4
0.255497317804827,1
0.579341767929677,2
0.91422996457469,3
0.699966450139111,2
0.355339806671517,1
0.381922891266243,1
0.266218030028372,1
0.873584347939483,3
0.643260836059895,2
0.706723955900259,2
0.565332804525777,2
0.843420402609024,3
0.233212587198873,1
0.231464703969082,1
0.0586129402260726,0
0.130388034883015,0
0.47199224047854,1
0.71234870434271,2
0.640902788180385,2
0.0752750450507579,0
0.0697940767189091,0
0.204495161358762,1
0.463151542690875,1
0.490805841922549,1
0.492648357422903,1
0.969066630800987,4
0.954389095520346,4
0.810084807840218,3
0.250735782657481,1
0.806886066444835,3
0.544241985591646,2
0.739390112169686,2
0.323596763699449,1
0.456965605286852,1
0.223890462305864,1
0.249786914297355,1
0.950378276018288,4
0.726323166689434,2
0.202735634116531,1
0.498208070562252,1
0.921202388219664,4
0.827207979824268,3
0.870746731208621,3
0.203225548928734,1
0.0686907490424926,0
0.103841432069696,0
0.755489253777043,2
0.0756599936246216,0
0.395271979463144,1
0.580890595909906,2
0.773889819006241,2
0.133956281696251,0
0.664629087046438,2
0.131443402862561,0
0.297120455378779,1
0.513406269524593,1
0.368986035659467,1
0.700810404296487,2
0.299564911802781,1
0.0487100815498938,0
0.742487630626909,2
0.565757682665819,2
0.02574890154337,0
0.346199340516093,1
0.273907984227225,1
0.26689381004856,1
0.905393236252324,3
0.435436515903221,1
0.283474495352625,1
0.0271048775815507,0
0.792704069812714,3
0.646865185311398,2
0.0246178808190174,0
0.267470781633452,1
0.675164799847257,2
0.848665963092317,3
0.467471779349182,1
0.769934828574493,2
0.675376283521864,2
0.866686526907027,3
0.974664591236076,4
0.818902452076652,3
0.587225938834839,2
0.180331568756767,0
0.957971917455179,4
0.49980992199948,1
0.531109261106217,2
0.433983159054057,1
0.961862681808404,4
0.926130905495156,4
0.252285665357163,1
0.577930230031701,2
0.275935795794036,1
0.220332259876083,1
0.174859274187465,0
0.0974685323606745,0
0.821095892395468,3
0.480965346465645,1
0.319623926446084,1
0.347028002657948,1
0.727485165587214,2
0.475622446226013,1
0.145293963269672,0
0.857411232459857,3
0.0532041086600915,0
0.598012158208652,2
0.160676373288862,0
0.0692508938679824,0
0.589169926950049,2
0.450190576131702,1
0.0426458692275123,0
0.712703451598148,2
0.900111864776152,3
0.395086584118833,1
0.327472289931201,1
0.579065583182654,2
0.415015483073021,1
0.227564291596607,1
0.238148141816258,1
0.964289518957808,4
0.493041082589048,1
0.307672208252401,1
0.537694245009551,2
0.375121165070438,1
0.606888299258138,2
0.758989799140869,2
0.644035229346989,2
0.0879309662729614,0
0.321669751914447,1
0.149070446636861,0
0.605302186491544,2
0.822247331663641,3
0.747744178705246,2
0.0646125048250465,0
0.611745096877421,2
0.373875096080496,1
0.124152461067879,0
0.104607142572095,0
0.919589714666423,4
0.0161637441760646,0
0.924418231030581,4
0.897722976679708,3
0.0821527584785426,0
0.0349077886430783,0
0.323817387060331,1
0.972573314139184,4
0.934934833420262,4
0.359274866562701,1
0.969224295609582,4
0.214188008266914,1
0.567062371204428,2
0.960594425751188,4
0.93438110300374,4
0.377692264554287,1
0.858257642532486,3
0.772483416225707,2
0.905411395029708,3
0.184238564724874,0
0.120716370768677,0
0.517335834849967,1
0.197488772574494,0
0.720698483725901,2
0.859143282850626,3
0.260351139859196,1
0.764197185265673,2
0.589988230600559,2
0.452730966383349,1
0.420125865245265,1
0.822523567003656,3
0.10131393999776,0
0.0126958656228299,0
0.147218316810789,0
0.340984165354549,1
0.570693067417101,2
0.288203575481053,1
0.687092491743055,2
0.981368976749308,5
0.802479078120993,3
0.238572679893627,1
0.425962801961072,1
0.10556240783038,0
0.626260348022386,2
0.790820530327917,3
0.205185492228635,1
0.515730491166682,1
0.0482165236949086,0
0.451644779947829,1
0.946481029040199,4
0.430353473212861,1
0.183662361185051,0
0.121428342901391,0
0.770632377235586,2
0.443785228050153,1
0.347154012798681,1
0.864657678897585,3
0.634185768741831,2
0.99492713273442,6
0.552689279774786,2
0.631212481766242,2
0.26318626626583,1
0.693038672457242,2
0.906895174005177,3
0.507780054524654,1
0.248695671786038,1
0.657213456755637,2
0.223711124400292,1
0.66696249281981,2
0.860413593505399,3
0.876906001075447,3
0.940495530834355,4
0.827906830421589,3
0.480422051438937,1
0.212547107915446,1
0.501001143038352,1
0.551372721806691,2
0.51916348304096,2
0.79246374103854,3
0.626203022373637,2
0.964369637278637,4
0.31151714032322,1
0.851872047996542,3
0.529180215951471,2
0.548495123909949,2
0.19899453489116,1
0.437465863426021,1
0.443990637388747,1
0.901371076065064,3
0.922217539879544,4
0.697995293502612,2
0.277756450030638,1
0.57722714906581,2
0.421608642843706,1
0.640937311044098,2
0.224830058142452,1
0.171774031194109,0
0.407600861480473,1
0.731788292105535,2
0.318754447652628,1
0.858127698593709,3
0.883552881156465,3
0.842600906169358,3
0.878206800085234,3
0.139566404157235,0
0.412644461041932,1
0.743219995500108,2
0.689270007966478,2
0.645726676852918,2
0.440721512193613,1
0.613859086702287,2
0.461562053204115,1
0.827535549098591,3
0.481361769245505,1
0.414558293296712,1
0.962972222476079,4
0.261353397560766,1
0.840908233530433,3
0.943707905440873,4
0.623626063298145,2
0.590814257450477,2
0.377269799821148,1
0.450197639951251,1
0.783842212577136,3
0.239117796122022,1
0.184664684194445,0
0.0866667468003162,0
0.3604893791502,1
0.503073855662428,1
0.124288386829022,0
0.610324906585896,2
0.860618896691408,3
0.972133526140545,4
0.157673746454456,0
0.693470331206548,2
0.9373904562092,4
0.964610673201067,4
0.082505985940589,0
0.412634098832248,1
0.274923248993375,1
0.849813890181755,3
0.39709572939283,1
0.27451109220164,1
0.104137471724666,0
0.0719277685058137,0
0.269234216949793,1
0.894357025612856,3
0.795987884474242,3
0.340929191979941,1
0.691604783035882,2
0.909484872080083,3
0.569453973838718,2
0.705636958808625,2
0.83070373802836,3
0.245305778400831,1
0.645032848556268,2
0.201420489746591,1
0.30645004231597,1
0.0813863979202798,0
0.257160860364341,1
0.0323068045141908,0
0.272784958607066,1
0.415954427072107,1
0.579156340779798,2
0.445503696623192,1
0.182469493865896,0
0.742201644227299,2
0.13904965168959,0
0.281314949797573,1
0.190307116349966,0
0.00768225605916606,0
0.42143053532714,1
0.275398973610197,1
0.218172900241641,1
0.694929704259824,2
0.787462286319602,3
0.106088986052889,0
0.325724352097174,1
0.829579561985422,3
0.0595661574774632,0
0.882691301279043,3
0.948927870810592,4
0.77144251462215,2
0.0570564812423966,0
0.63412048806869,2
0.974017515677953,4
0.0947360757034227,0
0.315413297203672,1
0.224492082057162,1
0.72612484165191,2
0.048988125603582,0
0.599364398655266,2
0.898440968963555,3
0.214094859942957,1
0.375034918235716,1
0.0756713299261768,0
0.883541388400983,3
0.267162969719823,1
0.26924946090365,1
0.681267349280808,2
0.321817072295027,1
0.250252984508203,1
0.63969591795019,2
0.398083543453824,1
0.416041165020221,1
0.483607186583214,1
0.659728336936621,2
0.73595578344728,2
0.435207160721874,1
0.277695760092883,1
0.460831389873844,1
0.350335944267043,1
0.233516150001813,1
0.604750354673325,2
0.458531487295954,1
0.484692750491847,1
0.508858738307138,1
0.949481778886699,4
0.953133738570644,4
0.78034401646761,3
0.25241286057837,1
0.971497981517366,4
0.411478922002944,1
0.173960613960663,0
0.161965902322237,0
0.0203765449512398,0
0.570504333965832,2
0.844147857937852,3
0.753369476982635,2
0.760901681497493,2
0.285968429837855,1
0.773069286880623,2
0.281183712583337,1
0.240688328936096,1
0.775692708376177,2
0.448071660300574,1
0.232271367548283,1
0.662841557173303,2
0.0934106123883561,0
0.540218036108854,2
0.450286564319653,1
0.187152033171476,0
0.428904780297919,1
0.664675756775816,2
0.835416403172579,3
0.891810391087483,3
0.357800213438598,1
0.144599396188431,0
0.651090032604794,2
0.856400894976718,3
0.864869129447735,3
0.150278764636046,0
0.976946507020678,5
0.255738358418124,1
0.38812100399428,1
0.680925622205124,2
0.675322909007243,2
0.504293961629056,1
0.549490374019992,2
0.438094252296343,1
0.916474142049642,3
0.877139215572517,3
0.545054126733453,2
0.170248018649926,0
0.406702365008179,1
0.825087399313602,3
0.175232492876976,0
0.909055736938588,3
0.757789059346096,2
0.071621061811322,0
0.845918447499975,3
0.517572104732183,1
0.601058928863433,2
0.607102126432315,2
0.598345180465248,2
0.278414834694035,1
0.60011557499266,2
0.913458467120173,3
0.761599154565745,2
0.190215037103829,0
0.181511654576895,0
0.982787363984875,5
0.0379926304401841,0
0.503849185563112,1
0.503771699452388,1
0.475120032501943,1
0.870354897099414,3
0.768788519844637,2
0.757931108329829,2
0.911115872422474,3
0.546417102706959,2
0.864281801778515,3
0.162023621805276,0
0.761437456052057,2
0.920441451017957,4
0.211161843696176,1
0.0825793260837981,0
0.264529424380607,1
0.0278978580290645,0
0.575700263214198,2
0.963240569314946,4
0.492877899245869,1
0.937561477426373,4
0.484520115086013,1
0.332398549115614,1
0.101745921074533,0
0.422413357707847,1
0.888445611336459,3
0.291578639669279,1
0.538438714699677,2
0.649727060616878,2
0.651373344775729,2
0.339200655342835,1
0.316090415700665,1
0.148789484028786,0
0.442084297940324,1
0.20707003982664,1
0.272385903049699,1
0.175052666773817,0
0.257254455935488,1
0.172128990401486,0
0.697297504447136,2
0.873889485718814,3
0.275984368444468,1
0.792946646519462,3
0.39374463604242,1
0.218486231864852,1
0.264117323722023,1
0.483964703487539,1
0.459931043935898,1
0.995097376169791,6
0.684607249619069,2
0.865639106552006,3
0.186776328489625,0
0.942907747169468,4
0.0396653741891033,0
0.571864177472341,2
0.453609974152727,1
0.800829416887149,3
0.870234543748982,3
0.809667171259381,3
0.24922725450346,1
0.574242218503151,2
0.948988002389083,4
0.136220188391238,0
0.919119724370186,4
0.558875032392649,2
0.588707562425009,2
0.271820762847173,1
0.952129709359033,4
0.521992884940117,2
0.282154895704964,1
0.718599091874392,2
0.763714177743,2
0.833963088479182,3
0.376138844953276,1
0.715316509862222,2
0.93167699797271,4
0.160435724445107,0
0.185831462106605,0
0.876376798472403,3
0.428407321055841,1
0.126161944573046,0
0.59177285796773,2
0.608629505970868,2
0.273314965889857,1
0.925141535623563,4
0.238679611051958,1
0.484122584409377,1
0.81469760634352,3
0.225649458142694,1
0.912038823021266,3
0.280729815701868,1
0.932893420093279,4
0.634845260175534,2
0.809429647324598,3
0.838549360097553,3
0.220819372562803,1
0.119055711612756,0
0.759976753078341,2
0.236443019068517,1
0.0249737995439496,0
0.659013135723764,2
0.0408624694112724,0
0.893591504949778,3
0.909959361426557,3
0.904971861976615,3
0.352549280840847,1
0.867471671844469,3
0.75604448284266,2
0.121656558500003,0
0.689721196684038,2
0.699359643321652,2
0.041584224529716,0
0.371405129633608,1
0.823012310307152,3
0.103064071187199,0
0.38747371813464,1
0.637924568627483,2
0.213610144058017,1
0.309864658094836,1
0.739933310693427,2
0.000154818958274627,0
0.413062720422823,1
0.0426392520360696,0
0.987353673098173,5
0.40029980984894,1
0.731361440110888,2
0.67806980272546,2
0.453104906400082,1
0.936155686198866,4
0.870193742692453,3
0.771717188488519,2
0.427117008418405,1
0.758026365368393,2
0.154206925741147,0
0.833773652602482,3
0.464550315269605,1
0.382789535439962,1
0.907301255631686,3
0.886442162172388,3
0.426595989392409,1
0.474571383291065,1
0.616558499886429,2
0.956541823675506,4
0.247528612146741,1
0.965621356953578,4
0.58445306890792,2
0.528588605645539,2
0.497885154274012,1
0.473213746931288,1
0.661752282681756,2
0.582474954385602,2
0.839631974342737,3
0.929259627952443,4
0.200621501351406,1
0.708693481239042,2
0.842167655261826,3
0.199566928884953,1
0.322525865257599,1
0.382183914379458,1
0.90847936154061,3
0.70021351052583,2
0.296255425875594,1
0.893411976729331,3
0.33311353887184,1
0.9326052113011,4
0.950406499975452,4
0.146777627934438,0
0.379957054907785,1
0.393752937858161,1
0.516133963314494,1
0.401956358071184,1
0.787799707634283,3
0.010384299447636,0
0.0526953005917059,0
0.939684778117326,4
0.0514606110264967,0
0.286750287068424,1
0.138211858056429,0
0.614115973280917,2
0.731373562077097,2
0.540605372385127,2
0.269771825295807,1
0.2326907482388,1
0.958722365160118,4
0.395439636206407,1
0.452573918781564,1
0.972854641754821,4
0.744375401244612,2
0.0256153649744739,0
0.896116032533192,3
0.294378182005481,1
0.686007418747014,2
0.374687578549942,1
0.236421125154258,1
0.411546879244836,1
0.809324581520096,3
0.18309143857908,0
0.386327607001065,1
0.663212533786965,2
0.440940530184089,1
0.36797366769758,1
0.453449152943558,1
0.987562742768741,5
0.033349206144504,0
0.871553926516364,3
0.193340810109144,0
0.525289566341041,2
0.949689055579646,4
0.327627858365657,1
0.322419149239792,1
0.88903698757654,3
0.921913540261838,4
0.260612072465816,1
0.437854098448174,1
0.609468589932415,2
0.228386378254121,1
0.493037682165992,1
0.62289692808624,2
0.606248346460504,2
0.36956026151367,1
0.0963126608168364,0
0.443040817067683,1
0.943559787137606,4
0.490463548709203,1
0.616202935385465,2
0.423475188803595,1
0.135063812568875,0
0.433795899340905,1
0.467904058942128,1
0.962525404214335,4
0.284283599911957,1
0.0332095413947411,0
0.977807685102558,5
0.338095911780202,1
0.966287533410833,4
0.641073701839364,2
0.447800835755315,1
0.0415729257501453,0
0.76658816331304,2
0.228485769187985,1
0.190291920209584,0
0.0627659154816703,0
0.898135791138989,3
0.670082998775398,2
0.707167035022998,2
0.986540983004518,5
0.379510062600222,1
0.290304000799875,1
0.26933684748187,1
0.611356345361525,2
0.849848482409204,3
0.63435537470211,2
0.92883572765964,4
0.900264615878895,3
0.356488761287144,1
0.366182619111055,1
0.375454537351831,1
0.462257924060125,1
0.0117894701758162,0
0.698228716000944,2
0.89295675391553,3
0.0409512462477524,0
0.14825243467975,0
0.0967287226544967,0
0.912250832127387,3
0.185049275411551,0
0.169908223822005,0
0.704690174929923,2
0.226381476898078,1
0.0193873514022114,0
0.349362042719467,1
0.556528893360222,2
0.392073560683438,1
0.471910669878313,1
0.615589648671449,2
0.840006797929239,3
0.495783503291598,1
0.432858611221782,1
0.0458841801475462,0
0.0405329017734665,0
0.621118741485051,2
0.715269298409405,2
0.759604312164789,2
0.086058905289191,0
0.107478303774762,0
0.488962408123274,1
0.179935747730847,0
0.668116453471282,2
0.796223824362451,3
0.281177498847743,1
0.694397966777054,2
0.751428292133145,2
0.585608541162321,2
0.0247454279776327,0
0.60265100816341,2
0.195415509593494,0
0.609460526359476,2
0.512239477740343,1
0.403920733056088,1
0.256636823999877,1
0.367699231195291,1
0.559288666301698,2
0.289066040120686,1
0.430711386806248,1
0.867898176180477,3
0.457164200466788,1
0.843654582150631,3
0.638792121583773,2
0.00912182455603061,0
0.305478601519158,1
0.149827980720465,0
0.683910315368922,2
0.797563272162918,3
0.834941110396717,3
0.117023830899468,0
0.943582641075018,4
0.700071700700163,2
0.687020108567338,2
0.0341773284720621,0
0.674418252978717,2
0.518816675103412,2
0.754862820175746,2
0.0443338478588724,0
0.904612732095899,3
0.703139042843768,2
0.205548620689294,1
0.260576071863007,1
0.447942981682731,1
0.113551663063458,0
0.347661953255981,1
0.970572870228567,4
0.950841225688045,4
0.102905108354778,0
0.409636693640852,1
0.0516162309366648,0
0.888730244391009,3
0.263622183131576,1
0.313583987091582,1
0.112848075707422,0
0.815133025839252,3
0.0248863948470428,0
0.816108895345351,3
0.117770604878068,0
0.448140827755736,1
0.772396561606821,2
0.155333501747745,0
0.0804188661376373,0
0.931913568119044,4
0.693160951479667,2
0.0599146232152323,0
0.739410282511172,2
0.55709674016373,2
0.04461482834228,0
0.0175855755232774,0
0.713072891006173,2
0.639282669412626,2
0.847597109522961,3
0.481203023024653,1
0.744089190704508,2
0.783876185233428,3
0.458568979730608,1
0.631155684564025,2
0.26484750190943,1
0.650947389791052,2
0.84790549904197,3
0.178529456468949,0
0.817424842968324,3
0.242966854328504,1
0.0964653477464822,0
0.660563812155596,2
0.985514296214797,5
0.542641395200237,2
0.761715668762769,2
0.0510135565977887,0
0.179365913171488,0
0.772389863336468,2
0.0208593893306539,0
0.0716862672838411,0
0.464515301156622,1
0.365069434322478,1
0.944242110864223,4
0.655727023366502,2
0.208557645427241,1
0.912650019813416,3
0.559999199200755,2
0.737329645828971,2
0.814431166906582,3
0.693020608028583,2
0.326806739910094,1
0.157493252124075,0
0.454434186681671,1
0.077628299421322,0
0.664261409027566,2
0.0832726157808716,0
0.416966791768853,1
0.786285349308896,3
0.55846143729319,2
0.262326115197159,1
0.0640130056209408,0
0.461378113090536,1
0.230924705746728,1
0.930277954715989,4
0.812094580859982,3
0.506064490937057,1
0.863515907928299,3
0.831288261568969,3
0.649867807136418,2
0.844015028459636,3
0.872798009611534,3
0.715773455277897,2
0.553540079300634,2
0.576810432213438,2
0.118480254452268,0
0.925444763275466,4
0.556980945298044,2
0.41068175650281,1
0.265336398811408,1
0.527074439578322,2
0.0593326941792495,0
0.89436403628446,3
0.149435861959356,0
0.389480724832111,1
0.0131523663363892,0
0.741954383067502,2
0.386448734681216,1
0.844392336182622,3
0.833370974893791,3
0.274882281125334,1
0.20467228715424,1
0.583983243352558,2
0.946299588035119,4
0.402608981959171,1
0.139645653018037,0
0.506713162108403,1
0.359838411662612,1
0.942567309854465,4
0.321622683033209,1
0.621981707833824,2
0.79234152785267,3
0.931488459009678,4
0.890384134093921,3
0.0557877081559035,0
0.882610664720243,3
0.00656226300138096,0
0.336305017866937,1
0.517908961317802,1
0.733405377645432,2
0.336965280225213,1
0.119670120579814,0
0.523745859810127,2
0.504057020184107,1
0.620956838730841,2
0.6154841250441,2
0.198658050989756,1
0.81559181402886,3
0.00415491167860527,0
0.686184313245673,2
0.593725703585491,2
0.0882281695714966,0
0.205483611459349,1
0.740144942246784,2
0.73592349039156,2
0.0738333152813657,0
0.51694801302142,1
0.218927715233827,1
0.982329018009124,5
0.688735627425468,2
0.671110216128933,2
0.744645827656365,2
0.920324359858757,4
0.523225589130244,2
0.0866243413105768,0
0.666187616760444,2
0.0557960416011249,0
0.905180315752754,3
0.0191317713802776,0
0.564098106117509,2
0.210642272014882,1
0.780885188624412,3
0.590487819427129,2
0.438379102249866,1
0.298840732116313,1
0.787316815926088,3
0.86232319217827,3
0.420935659787605,1
0.184551621138611,0
0.463791414122771,1
0.0641103199809264,0
0.310409211059742,1
0.325048031952506,1
0.649450192590364,2
0.67919176910058,2
0.279816111535787,1
0.0572800537147514,0
0.47987716822089,1
0.9612405418483,4
0.765209783329914,2
0.7535655237594,2
0.0913647572968598,0
0.29494155757144,1
0.00925752992751272,0
0.659973367333872,2
0.327259751505064,1
0.401063203898336,1
0.217181283225752,1
